Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub Category,Product Name,Sales,Quantity,Discount,Profit,Contact,Date1,Date2,Date3,Date4,Date9,Date10,Date11,Date12,Date17,Date19,Date20,Date21
152,cA-2016-158834,13-03-2016,16-03-2016,FIRST cLaSs,TW-21025,Tamara Willingham,home OFFICE,unITED sTAteS,Scottsdale,Arizona,85254,west,OFF-AP-10000326,OffICE SUpplIES,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,0.2,17.766,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,03-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
153,cA-2016-158834,13-03-2016,16-03-2016,FIRST cLaSs,TW-21025,Tamara Willingham,home OFFICE,unITED sTAteS,Scottsdale,Arizona,85254,west,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2,0.2,15.2388,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
154,cA-2015-124919,31-05-2015,02-06-2015,FIRST cLaSs,SP-20650,Stephanie Phelps,coRpoRAte,unITED sTAteS,San Jose,cAlifornia,95123,west,OFF-PA-10001950,OffICE SUpplIES,Paper,SOUTHworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,0,26.271,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
155,cA-2015-124919,31-05-2015,02-06-2015,FIRST cLaSs,SP-20650,Stephanie Phelps,coRpoRAte,unITED sTAteS,San Jose,cAlifornia,95123,west,OFF-PA-10002254,OffICE SUpplIES,Paper,Xerox 1883,105.52,4,0,48.5392,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
156,cA-2015-124919,31-05-2015,02-06-2015,FIRST cLaSs,SP-20650,Stephanie Phelps,coRpoRAte,unITED sTAteS,San Jose,cAlifornia,95123,west,OFF-ST-10001590,OffICE SUpplIES,StorAge,"Tenex Personal ProjEct File with Scoop Front Design, Black",80.88,6,0,21.0288,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
157,cA-2015-118948,28-05-2015,03-06-2015,standarD CLASS,NK-18490,Neil Knudson,home OFFICE,unITED sTAteS,Seattle,WasHington,98105,west,OFF-AR-10001547,OffICE SUpplIES,Art,Newell 311,6.63,3,0,1.7901,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
158,cA-2014-104269,01-03-2014,06-03-2014,sEconD cLaSS,DB-13060,Dave Brooks,CoNsuMER,unITED sTAteS,Seattle,WasHington,98115,west,FUR-CH-10004063,FUrNItuRE,Chairs,Global Deluxe High-Back ManAger's Chair,457.568,2,0.2,51.4764,7896541256,13-07-2000,13-07-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,21-Aug-23,Aug-15-2023,14-Aug-23,21-Aug-23
159,cA-2016-114104,20-11-2016,24-11-2016,standarD CLASS,NP-18670,Nora Paige,CoNsuMER,unITED sTAteS,Edmond,Oklahoma,73034,cENtrAL,OFF-LA-10002475,OffICE SUpplIES,Labels,Avery 519,14.62,2,0,6.8714,7896541256,03-10-2000,03-10-2000,10-03-2000,02-07-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,22-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
160,cA-2016-114104,20-11-2016,24-11-2016,standarD CLASS,NP-18670,Nora Paige,CoNsuMER,unITED sTAteS,Edmond,Oklahoma,73034,cENtrAL,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,944.93,7,0,236.2325,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,23-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
161,cA-2016-162733,11-05-2016,12-05-2016,FIRST cLaSs,TT-21070,Ted Trevino,CoNsuMER,unITED sTAteS,loS anGELES,cAlifornia,90045,west,OFF-PA-10002751,OffICE SUpplIES,Paper,Xerox 1920,5.98,1,0,2.691,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,24-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
162,cA-2015-119697,28-12-2015,31-12-2015,sEconD cLaSS,EM-13960,Eric Murdock,CoNsuMER,unITED sTAteS,PHILADELPHIA,Pennsylvania,19134,East,TEC-AC-10003657,Technology,ACcessories,Lenovo 17-Key usB Numeric Keypad,54.384,2,0.2,1.3596,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,25-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
163,cA-2016-154508,16-11-2016,20-11-2016,standarD CLASS,RD-19900,Ruben Dartt,CoNsuMER,unITED sTAteS,cArlsbad,New Mexico,88220,west,OFF-EN-10001990,OffICE SUpplIES,Envelopes,Staple envelope,28.4,5,0,13.348,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,26-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
164,cA-2016-113817,07-11-2016,11-11-2016,standarD CLASS,MJ-17740,Max Jones,CoNsuMER,unITED sTAteS,Seattle,WasHington,98115,west,OFF-BI-10004002,OffICE SUpplIES,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.688,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,27-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
165,cA-2014-139892,08-09-2014,12-09-2014,standarD CLASS,bm-11140,Becky Martin,CoNsuMER,unITED sTAteS,san ANTONIO,Texas,78207,cENtrAL,OFF-AR-10004441,OffICE SUpplIES,Art,BIC Brite Liner Highlighters,9.936,3,0.2,2.7324,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,28-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
166,cA-2014-139892,08-09-2014,12-09-2014,standarD CLASS,bm-11140,Becky Martin,CoNsuMER,unITED sTAteS,san ANTONIO,Texas,78207,cENtrAL,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.952,8,0.4,-1359.992,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,29-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
167,cA-2014-139892,08-09-2014,12-09-2014,standarD CLASS,bm-11140,Becky Martin,CoNsuMER,unITED sTAteS,san ANTONIO,Texas,78207,cENtrAL,OFF-ST-10000991,OffICE SUpplIES,StorAge,Space Solutions HD Industrial Steel sHelving.,275.928,3,0.2,-58.6347,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,30-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
168,cA-2014-139892,08-09-2014,12-09-2014,standarD CLASS,bm-11140,Becky Martin,CoNsuMER,unITED sTAteS,san ANTONIO,Texas,78207,cENtrAL,FUR-CH-10004287,FUrNItuRE,Chairs,SAFCO ArCo Folding Chair,1740.06,9,0.3,-24.858,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,31-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
169,cA-2014-139892,08-09-2014,12-09-2014,standarD CLASS,bm-11140,Becky Martin,CoNsuMER,unITED sTAteS,san ANTONIO,Texas,78207,cENtrAL,OFF-AR-10002656,OffICE SUpplIES,Art,Sanford Liquid ACcent Highlighters,32.064,6,0.2,6.8136,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,01-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
170,cA-2014-139892,08-09-2014,12-09-2014,standarD CLASS,bm-11140,Becky Martin,CoNsuMER,unITED sTAteS,san ANTONIO,Texas,78207,cENtrAL,OFF-AP-10002518,OffICE SUpplIES,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,5,0.8,-453.849,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,02-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
171,cA-2014-139892,08-09-2014,12-09-2014,standarD CLASS,bm-11140,Becky Martin,CoNsuMER,unITED sTAteS,san ANTONIO,Texas,78207,cENtrAL,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3,0.2,8.9985,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,03-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
172,cA-2014-118962,05-08-2014,09-08-2014,standarD CLASS,CS-12130,Chad Sievert,CoNsuMER,unITED sTAteS,loS anGELES,cAlifornia,90004,west,OFF-PA-10000659,OffICE SUpplIES,Paper,"Adams Phone MessAge Book, Professional, 400 MessAge cApacity, 5 3/6” x 11”",20.94,3,0,9.8418,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
173,cA-2014-118962,05-08-2014,09-08-2014,standarD CLASS,CS-12130,Chad Sievert,CoNsuMER,unITED sTAteS,loS anGELES,cAlifornia,90004,west,OFF-PA-10001144,OffICE SUpplIES,Paper,Xerox 1913,110.96,2,0,53.2608,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
174,cA-2014-118962,05-08-2014,09-08-2014,standarD CLASS,CS-12130,Chad Sievert,CoNsuMER,unITED sTAteS,loS anGELES,cAlifornia,90004,west,FUR-CH-10003817,FUrNItuRE,Chairs,"Global Value Steno Chair, Gray",340.144,7,0.2,21.259,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
175,us-2014-100853,14-09-2014,19-09-2014,standarD CLASS,JB-15400,jEnnifer Braxton,coRpoRAte,unITED sTAteS,ChicAgo,Illinois,60623,cENtrAL,OFF-AP-10000891,OffICE SUpplIES,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,2,0.8,-131.12,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
176,us-2014-100853,14-09-2014,19-09-2014,standarD CLASS,JB-15400,jEnnifer Braxton,coRpoRAte,unITED sTAteS,ChicAgo,Illinois,60623,cENtrAL,OFF-LA-10003148,OffICE SUpplIES,Labels,Avery 51,20.16,4,0.2,6.552,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
177,us-2017-152366,21-04-2017,25-04-2017,sEconD cLaSS,SJ-20500,sHirley Jackson,CoNsuMER,unITED sTAteS,houston,Texas,77036,cENtrAL,OFF-AP-10002684,OffICE SUpplIES,Appliances,"ACco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,4,0.8,-243.16,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,28-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
178,us-2015-101511,21-11-2015,23-11-2015,sEconD cLaSS,jE-15745,joel EATON,CoNsuMER,unITED sTAteS,Newark,Ohio,43055,East,FUR-CH-10004698,FUrNItuRE,Chairs,"Padded Folding Chairs, Black, 4/cArton",396.802,7,0.3,-11.3372,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,29-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
179,us-2015-101511,21-11-2015,23-11-2015,sEconD cLaSS,jE-15745,joel EATON,CoNsuMER,unITED sTAteS,Newark,Ohio,43055,East,OFF-SU-10002189,OffICE SUpplIES,Supplies,Acme Rosewood Handle Letter Opener,15.88,5,0.2,-3.7715,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,30-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
180,cA-2015-137225,15-12-2015,19-12-2015,standarD CLASS,JK-15640,Jim Kriz,home OFFICE,unITED sTAteS,NEW york CITY,New York,10009,East,OFF-AR-10001940,OffICE SUpplIES,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0,1.4104,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,31-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
181,cA-2014-166191,05-12-2014,09-12-2014,sEconD cLaSS,DK-13150,David KendRick,coRpoRAte,unITED sTAteS,DecAtur,Illinois,62521,cENtrAL,OFF-ST-10003455,OffICE SUpplIES,StorAge,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,2,0.2,1.8612,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,01-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
182,cA-2014-166191,05-12-2014,09-12-2014,sEconD cLaSS,DK-13150,David KendRick,coRpoRAte,unITED sTAteS,DecAtur,Illinois,62521,cENtrAL,TEC-AC-10004659,Technology,ACcessories,imation Secure+ Hardware Encrypted usB 2.0 FlasH dRive; 16GB,408.744,7,0.2,76.6395,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,02-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
183,cA-2014-158274,19-11-2014,24-11-2014,sEconD cLaSS,RM-19675,Robert Marley,home OFFICE,unITED sTAteS,Monroe,Louisiana,71203,SOUTH,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,503.96,4,0,131.0296,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,03-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
184,cA-2014-158274,19-11-2014,24-11-2014,sEconD cLaSS,RM-19675,Robert Marley,home OFFICE,unITED sTAteS,Monroe,Louisiana,71203,SOUTH,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,5,0,41.986,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
185,cA-2014-158274,19-11-2014,24-11-2014,sEconD cLaSS,RM-19675,Robert Marley,home OFFICE,unITED sTAteS,Monroe,Louisiana,71203,SOUTH,TEC-AC-10002345,Technology,ACcessories,Hp Standard 104 key PS/2 Keyboard,29,2,0,7.25,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
186,cA-2016-105018,28-11-2016,02-12-2016,standarD CLASS,SK-19990,Sally Knutson,CoNsuMER,unITED sTAteS,Fairfield,Connecticut,6824,East,OFF-BI-10001890,OffICE SUpplIES,Binders,Avery Poly Binder Pockets,7.16,2,0,3.4368,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
187,cA-2014-123260,26-08-2014,30-08-2014,standarD CLASS,FM-14290,Frank Merwin,home OFFICE,unITED sTAteS,loS anGELES,cAlifornia,90032,west,TEC-AC-10002323,Technology,ACcessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory cArd,176.8,8,0,22.984,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
188,cA-2016-157000,16-07-2016,22-07-2016,standarD CLASS,AM-10360,Alice MCcArthy,coRpoRAte,unITED sTAteS,Grand Prairie,Texas,75051,cENtrAL,OFF-ST-10001328,OffICE SUpplIES,StorAge,"Personal Filing Tote with Lid, Black/Gray",37.224,3,0.2,3.7224,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
189,cA-2016-157000,16-07-2016,22-07-2016,standarD CLASS,AM-10360,Alice MCcArthy,coRpoRAte,unITED sTAteS,Grand Prairie,Texas,75051,cENtrAL,OFF-PA-10001950,OffICE SUpplIES,Paper,SOUTHworth 25% Cotton Antique Laid Paper & Envelopes,20.016,3,0.2,6.255,7896541256,13-07-2000,13-07-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,21-Aug-23,Aug-15-2023,14-Aug-23,21-Aug-23
190,cA-2015-102281,12-10-2015,14-10-2015,FIRST cLaSs,mp-17470,Mark Packer,home OFFICE,unITED sTAteS,NEW york CITY,New York,10035,East,FUR-BO-10002613,FUrNItuRE,BookcAses,"Atlantic Metals Mobile 4-sHelf BookcAses, Custom Colors",899.136,4,0.2,112.392,7896541256,03-10-2000,03-10-2000,10-03-2000,02-07-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,22-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
191,cA-2015-102281,12-10-2015,14-10-2015,FIRST cLaSs,mp-17470,Mark Packer,home OFFICE,unITED sTAteS,NEW york CITY,New York,10035,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone cAse Cover for HTC one X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6,0,20.0928,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,23-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
192,cA-2015-102281,12-10-2015,14-10-2015,FIRST cLaSs,mp-17470,Mark Packer,home OFFICE,unITED sTAteS,NEW york CITY,New York,10035,East,OFF-PA-10000061,OffICE SUpplIES,Paper,Xerox 205,51.84,8,0,24.8832,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,24-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
193,cA-2015-102281,12-10-2015,14-10-2015,FIRST cLaSs,mp-17470,Mark Packer,home OFFICE,unITED sTAteS,NEW york CITY,New York,10035,East,FUR-BO-10002545,FUrNItuRE,BookcAses,"Atlantic Metals Mobile 3-sHelf BookcAses, Custom Colors",626.352,3,0.2,46.9764,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,25-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
194,cA-2015-102281,12-10-2015,14-10-2015,FIRST cLaSs,mp-17470,Mark Packer,home OFFICE,unITED sTAteS,NEW york CITY,New York,10035,East,OFF-AR-10003514,OffICE SUpplIES,Art,4009 Highlighters by Sanford,19.9,5,0,6.567,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,26-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
195,cA-2015-131457,31-10-2015,06-11-2015,standarD CLASS,MZ-17515,Mary Zewe,coRpoRAte,unITED sTAteS,Redlands,cAlifornia,92374,west,OFF-EN-10001509,OffICE SUpplIES,Envelopes,Poly String Tie Envelopes,14.28,7,0,6.7116,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,27-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
196,cA-2014-140004,21-03-2014,25-03-2014,standarD CLASS,CB-12025,cAssandRa Brandow,CoNsuMER,unITED sTAteS,Hamilton,Ohio,45011,East,OFF-AR-10004685,OffICE SUpplIES,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,28-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
197,cA-2014-140004,21-03-2014,25-03-2014,standarD CLASS,CB-12025,cAssandRa Brandow,CoNsuMER,unITED sTAteS,Hamilton,Ohio,45011,East,OFF-AR-10004027,OffICE SUpplIES,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048,3,0.2,1.5876,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,29-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
198,cA-2017-107720,06-11-2017,13-11-2017,standarD CLASS,VM-21685,Valerie Mitchum,home OFFICE,unITED sTAteS,westfield,New jErsey,7090,East,OFF-ST-10001414,OffICE SUpplIES,StorAge,Decoflex Hanging Personal Folder File,46.26,3,0,12.0276,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,30-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
199,us-2017-124303,06-07-2017,13-07-2017,standarD CLASS,FH-14365,Fred Hopkins,coRpoRAte,unITED sTAteS,PHILADELPHIA,Pennsylvania,19120,East,OFF-BI-10000343,OffICE SUpplIES,Binders,"Pressboard Covers with StorAge Hooks, 9 1/2"" x 11"", Light Blue",2.946,2,0.7,-2.2586,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,31-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
200,us-2017-124303,06-07-2017,13-07-2017,standarD CLASS,FH-14365,Fred Hopkins,coRpoRAte,unITED sTAteS,PHILADELPHIA,Pennsylvania,19120,East,OFF-PA-10002749,OffICE SUpplIES,Paper,"WireBound MessAge Books, 5-1/2 x 4 Forms, 2 or 4 Forms per PAge",16.056,3,0.2,5.8203,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,01-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
201,cA-2017-105074,24-06-2017,29-06-2017,standarD CLASS,MB-17305,Maria Bertelson,CoNsuMER,unITED sTAteS,Akron,Ohio,44312,East,OFF-PA-10002666,OffICE SUpplIES,Paper,SOUTHworth 25% Cotton Linen-FinisH Paper & Envelopes,21.744,3,0.2,6.795,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,02-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
202,cA-2014-133690,03-08-2014,05-08-2014,FIRST cLaSs,BS-11755,Bruce Stewart,CoNsuMER,unITED sTAteS,Denver,Colorado,80219,west,FUR-TA-10004289,FUrNItuRE,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.875,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,03-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
203,cA-2014-133690,03-08-2014,05-08-2014,FIRST cLaSs,BS-11755,Bruce Stewart,CoNsuMER,unITED sTAteS,Denver,Colorado,80219,west,OFF-AP-10003622,OffICE SUpplIES,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.2925,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
204,us-2017-116701,17-12-2017,21-12-2017,sEconD cLaSS,lC-17140,Logan Currie,CoNsuMER,unITED sTAteS,Dallas,Texas,75220,cENtrAL,OFF-AP-10003217,OffICE SUpplIES,Appliances,Eureka Sanitaire  CommerCial Upright,66.284,2,0.8,-178.9668,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
205,cA-2017-126382,03-06-2017,07-06-2017,standarD CLASS,HK-14890,Heather Kirkland,coRpoRAte,unITED sTAteS,Franklin,Tennessee,37064,SOUTH,FUR-FU-10002960,FUrNItuRE,FurnisHings,"Eldon 200 Class Desk ACcessories, Burgundy",35.168,7,0.2,9.6712,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
206,cA-2017-108329,09-12-2017,14-12-2017,standarD CLASS,LE-16810,Laurel Elliston,CoNsuMER,unITED sTAteS,Whittier,cAlifornia,90604,west,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,444.768,4,0.2,44.4768,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
207,cA-2017-135860,01-12-2017,07-12-2017,standarD CLASS,JH-15985,Joseph Holt,CoNsuMER,unITED sTAteS,SAginaw,Michigan,48601,cENtrAL,OFF-ST-10000642,OffICE SUpplIES,StorAge,"TennSco Lockers, Gray",83.92,4,0,5.8744,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
208,cA-2017-135860,01-12-2017,07-12-2017,standarD CLASS,JH-15985,Joseph Holt,CoNsuMER,unITED sTAteS,SAginaw,Michigan,48601,cENtrAL,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,2,0,35.6346,7896541256,13-07-2000,13-07-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,21-Aug-23,Aug-15-2023,14-Aug-23,21-Aug-23
