STOREEXCEL/ StoreID,StoreName,YearOpened,Supplier/Party,Client/Customer,CustomerMobileNumber,BillDate,BillNo / Invoice,Category(CAT-1),SubCategory(CAT-2),ProductName,Color,BrandName,EmpID,EmployeeName,Designation,Target,Channel,City,State,Country,Region,TaxAmt,DiscountAmount,Quantity,MRP/UnitPrice,TotalProductCost,SalesAmount,BucketRange,UnitsIn,QtyOnHand
721,A Bow On Top Gift Shop,12/14/2019,"Fabrikam, Inc.",Paulette Tartt,9229950657,27/5/2019,2827907,Clothing,Tshirts,Orange Tshirt XL,Multi,Lewis,163,Shane,Quality Assurance Supervisor,3818.7,Email,Gainesville,Florida,USA,Americas,1903,538,20,117,3393,4243,0-10000,376,356
717,Log Cabin Keepsakes,12/15/2019,Nod Publishers,Kimmi Frost,8718630251,27/5/2019,2648609,Food,Cheese,Low Fat Cheese,Multi,American Cheese & Butter,166,Jose,Production Technician - WC60,26689.3,Call-Center,Columbus,Florida,USA,Americas,473,685,13,1830,2485,24263,20000-30000,275,262
717,Log Cabin Keepsakes,12/15/2019,Nod Publishers,Adah Edelston,8912394034,28/5/2019,3877831,Food,Bread,Britania Bread,Yellow,Britania,148,Robert,Production Technician - WC10,16259.1,Chatbot,Columbus,Florida,USA,Americas,2583,180,19,642,899,14781,10000-20000,215,196
720,Hopscotch Toy Shop,12/14/2019,"Contoso, Ltd.",Emanuele Gridley,9324037066,29/5/2019,3782487,Novelty items,X-Ray specs,X-ray glasses,Blue,Novelty items&co,172,Rob,Purchasing Manager,51793.5,Email,Birmingham,Florida,USA,Americas,2469,1044,26,1716,11710,47085,40000-50000,247,221
713,Sunset Gifts,3/3/2020,Consolidated Messenger,Suzie Booth,8673290097,30/5/2019,3639237,Footwear,Slippers,Brown Slippers S,Red,Adidas,168,Mikael,Production Technician - WC10,1661,Web,Macon,South Carolina,USA,Americas,1402,575,9,12,1630,1510,0-10000,250,241
721,A Bow On Top Gift Shop,12/14/2019,Consolidated Messenger,Meade Cuthbertson,8804681923,30/5/2019,3738666,School Supplies,Drawing Accessories,Geometry Box,Red,Class Mate,147,Yuhong,Janitor,15693.3,Call-Center,Gainesville,Florida,USA,Americas,2352,581,35,431,9015,17437,10000-20000,239,204
717,Log Cabin Keepsakes,12/15/2019,The Phone Company,Prent Abbes,8360482535,30/5/2019,3588948,Footwear,Slippers,Green Slippers S,Red,Adidas,166,Jose,Production Technician - WC15,17850.8,Call-Center,Columbus,Alabama,USA,Americas,1778,491,25,578,8405,16228,10000-20000,376,351
719,The Treasure Box,12/14/2019,"Litware, Inc.",Clair Swallow,8349779913,2/6/2019,2829514,Kitchen Items,Mugs,IT - OrangeMug,Multi,Kitchen cmpny,145,Michael,Production Technician - WC50,12710.5,Email,Augusta,Florida,USA,Americas,1979,71,24,399,5739,11555,10000-20000,368,344
717,Log Cabin Keepsakes,12/15/2019,A Datum Corporation,Eduino Halvosen,8907372964,2/6/2019,3521183,School Supplies,Notebooks,Classmate A4 Notebook,Multi,Class Mate,155,Samantha,Janitor,19726.3,Call-Center,Columbus,Florida,USA,Americas,433,1085,25,700,7047,17933,10000-20000,354,329
716,The Warm House,12/15/2019,Consolidated Messenger,Ellerey Jenno,8598663261,2/6/2019,3425066,Footwear,Sandals,Adidas Sandals,Silver,Adidas,147,Yuhong,Sales Representative,22481.8,Chatbot,Clearwater,Florida,USA,Americas,796,374,14,1403,6862,20438,20000-30000,325,311
717,Log Cabin Keepsakes,12/15/2019,Nod Publishers,Osborne Butte,8296032821,3/6/2019,3690637,Footwear,Slippers,Green Slippers XL,Black,Adidas,122,Jill,Production Technician - WC110,9089.3,Email,Columbus,Mississippi,USA,Americas,2215,577,36,168,2750,8263,0-10000,235,199
717,Log Cabin Keepsakes,12/15/2019,"Litware, Inc.",Erica Pic,9299835204,3/6/2019,3679659,Footwear,Slippers,Brown Slippers XS,Black,Adidas,125,Bryan,Buyer,27996.1,Email,Columbus,Alabama,USA,Americas,2477,834,21,1094,7760,25451,20000-30000,271,250
714,Sandy Hills Souvenir Shop,3/9/2020,"Fabrikam, Inc.",Hurlee Tregale,8843467917,3/6/2019,3558749,Footwear,Slippers,Brown Slippers M,Red,Adidas,169,Sameer,Production Technician - WC40,29131.3,Call-Center,Tampa,Florida,USA,Americas,2173,1042,34,715,7742,26483,20000-30000,384,350
721,A Bow On Top Gift Shop,12/14/2019,"Fabrikam, Inc.",Leonardo Brisard,8456665615,3/6/2019,3670216,Food,Chips,Lays yellow,Yellow,Pepsico,135,Sairaj,Production Technician - WC140,42459.3,Call-Center,Gainesville,Florida,USA,Americas,2697,933,32,1390,12786,47177,40000-50000,223,191
716,The Warm House,12/15/2019,Humongous Insurance,Fayette Headley,8042338084,4/6/2019,3531177,Footwear,Furry Footwear,Fluffy footwear,Red,Novelty items&co,150,Reed,Production Technician - WC530,4890.6,Web,Clearwater,Florida,USA,Americas,1762,193,11,244,7372,4446,0-10000,321,310
718,To You From Me,12/14/2019,Nod Publishers,Virgina Moff,8116710712,4/6/2019,3720584,Kitchen Items,Mugs,Dev - RedMug_M,Blue,Kitchen cmpny,124,Matthias,Sales Representative,14121.9,Chatbot,Duluth,Florida,USA,Americas,756,583,29,515,2909,15691,10000-20000,378,349
718,To You From Me,12/14/2019,Consolidated Messenger,Rena Doig,8546921288,4/6/2019,3384873,Clothing,Jackets,Red Jacket M,Red,Denim,143,Laura,Sales Representative,16069.5,Chatbot,Duluth,Mississippi,USA,Americas,2259,458,14,1114,12811,17855,10000-20000,374,360
719,The Treasure Box,12/14/2019,Trey Research,Dolley Timmes,8576921824,5/6/2019,2862382,Clothing,Sweaters,Sweaters Red Tape,Black,Redtape,179,Suchitra,Buyer,18982.7,Web,Augusta,Alabama,USA,Americas,2057,947,32,475,12096,17257,10000-20000,400,368
719,The Treasure Box,12/14/2019,The Phone Company,Maddy Pranger,8458684456,5/6/2019,2835665,Clothing,Jackets,White Jacket XL,Black,Denim,167,Mandar,Sales Representative,4506.7,Chatbot,Augusta,Alabama,USA,Americas,1745,598,8,294,9959,4097,0-10000,216,208
721,A Bow On Top Gift Shop,12/14/2019,Consolidated Messenger,Vin Razzell,9004145142,5/6/2019,771486,Novelty items,Toffee hammer,Toffee hammer Black,Red,Novelty items&co,179,Suchitra,Production Technician - WC60,21272.4,Email,Gainesville,Alabama,USA,Americas,2476,854,23,920,12535,23636,20000-30000,365,342
717,Log Cabin Keepsakes,12/15/2019,Graphic Design Institute,Hollie Gibbetts,8410515460,6/6/2019,2387521,Packaging materials,Secondary Packaging,Plastic Crates,White,Packers and Movers,142,David,Production Technician - WC30,69018.4,Web,Columbus,Mississippi,USA,Americas,2360,306,34,1776,1827,62744,>60000,376,342
716,The Warm House,12/15/2019,"Contoso, Ltd.",Tamqrah Dedham,8808000481,6/6/2019,3701488,Packaging materials,Tertiary Packaging,Wooden Containers,Blue,Packers and Movers,167,Mandar,Purchasing Manager,3132.8,Email,Clearwater,Alabama,USA,Americas,816,1061,16,127,5479,2848,0-10000,341,325
717,Log Cabin Keepsakes,12/15/2019,"Contoso, Ltd.",Emery Maudlen,8142470411,7/6/2019,3457840,Clothing,Jackets,White Jacket M,Black,Denim,126,Jeff,Production Technician - WC20,2863.3,Call-Center,Columbus,Florida,USA,Americas,911,678,9,188,12698,2603,0-10000,328,319
719,The Treasure Box,12/14/2019,Graphic Design Institute,Gabbie Ruste,8221772724,8/6/2019,3312209,Novelty items,Useless machine,Rube Goldberg machine,White,Novelty items&co,156,Tawana,Buyer,24436.5,Call-Center,Augusta,Florida,USA,Americas,1530,876,35,591,5217,22215,20000-30000,351,316
717,Log Cabin Keepsakes,12/15/2019,Trey Research,Benedicta Castelyn,8043163910,9/6/2019,3643020,Furniture,Cupboards,Cupboards,Silver,Furnitures.Co,134,Houman,Sales Representative,11321.2,Chatbot,Columbus,Florida,USA,Americas,1706,732,9,954,7414,10292,10000-20000,295,286
717,Log Cabin Keepsakes,12/15/2019,The Phone Company,Astrid Airds,8920605865,10/6/2019,3424698,Kitchen Items,Mugs,Dev - BlueMug_L,Red,Kitchen cmpny,174,Alan,Production Technician - WC20,15797.1,Email,Columbus,Florida,USA,Americas,2634,706,9,1303,5147,14361,10000-20000,354,345
718,To You From Me,12/14/2019,Graphic Design Institute,Freedman Acom,8915789349,10/6/2019,3284716,Clothing,Jackets,White Jacket S,Red,Denim,138,Cynthia,European Sales Manager,44885.7,Call-Center,Duluth,Georgia,USA,Americas,2023,13,29,1650,13102,49873,40000-50000,338,309
716,The Warm House,12/15/2019,Trey Research,Gerrilee Delgadillo,8788577412,11/6/2019,3546387,Footwear,Slippers,Green Slippers L,Red,Adidas,155,Samantha,Production Technician - WC60,25815.9,Call-Center,Clearwater,Florida,USA,Americas,2217,757,28,759,13370,23469,20000-30000,221,193
717,Log Cabin Keepsakes,12/15/2019,Humongous Insurance,Florian Whoolehan,8693684681,11/6/2019,3707292,Footwear,Slippers,Green Slippers S,Black,Adidas,179,Suchitra,Sales Representative,31286.2,Call-Center,Columbus,Florida,USA,Americas,2322,86,20,1306,751,28442,20000-30000,322,302
718,To You From Me,12/14/2019,The Phone Company,Francesco Turmel,9342517067,12/6/2019,3400231,Clothing,Sweaters,Sweaters Red Tape,Black,Redtape,153,Ramesh,Production Technician - WC20,5356.8,Web,Duluth,Florida,USA,Americas,102,793,25,234,655,5952,0-10000,290,265
718,To You From Me,12/14/2019,Trey Research,Gerhardt Ramet,8498536366,12/6/2019,3253718,Clothing,Tshirts,Blue Tshirt 3XXL,Multi,U.S Polo.Assn,131,Dan,Sales Representative,31903.2,Chatbot,Duluth,Georgia,USA,Americas,1496,884,32,1061,12542,35448,30000-40000,295,263
721,A Bow On Top Gift Shop,12/14/2019,Trey Research,Nell Leyborne,8857726857,13/6/2019,3452164,Food,Chips,Lays,Black,Pepsico,176,Baris,Production Technician - WC10,37582.2,Call-Center,Gainesville,Florida,USA,Americas,2422,390,33,1192,1891,41758,40000-50000,332,299
718,To You From Me,12/14/2019,"Fabrikam, Inc.",Adelheid Atcheson,8872729654,13/6/2019,3388312,Clothing,Tshirts,Orange Tshirt XL,Multi,Lewis,124,Matthias,Marketing Assistant,23987.7,Call-Center,Duluth,Florida,USA,Americas,2428,965,19,1275,2261,26653,20000-30000,361,342
717,Log Cabin Keepsakes,12/15/2019,Humongous Insurance,Clayborn Dacre,8637478241,14/6/2019,3680325,Footwear,Sandals,Adidas Sandals,Multi,Adidas,127,Eugene,Production Technician - WC10,786.5,Email,Columbus,Georgia,USA,Americas,680,873,1,35,3823,715,0-10000,370,369
718,To You From Me,12/14/2019,The Phone Company,Lexine Brotherhood,9217530799,15/6/2019,2806494,Furniture,Bench,Student Bench,Black,Furnitures.Co,159,Alex,Marketing Specialist,38227.5,Email,Duluth,Florida,USA,Americas,1885,401,33,1230,5575,42475,40000-50000,377,344
718,To You From Me,12/14/2019,Humongous Insurance,Larina Facer,8402586971,15/6/2019,3411490,Clothing,Jackets,Red Jacket XXL,Red,Denim,147,Yuhong,Buyer,20216.7,Call-Center,Duluth,Florida,USA,Americas,2069,135,18,1133,13849,22463,20000-30000,308,290
719,The Treasure Box,12/14/2019,"Litware, Inc.",Quinton Antunes,8866994309,16/6/2019,3703462,Clothing,Tshirts,White Tshirt M,Yellow,Lee,130,Sean,Production Technician - WC230,42390.7,Call-Center,Augusta,Georgia,USA,Americas,1492,527,31,1195,7540,38537,30000-40000,316,285
716,The Warm House,12/15/2019,Northwind Electric Cars,Julienne Windress,8580971211,16/6/2019,3548043,Food,Rice,Brown Rice,Blue,Sunwest Foods,130,Sean,European Sales Manager,10949.4,Web,Clearwater,Florida,USA,Americas,2492,468,7,1066,924,9954,0-10000,367,360
721,A Bow On Top Gift Shop,12/14/2019,Woodgrove Bank,Gale Apps,9110609875,17/6/2019,3352211,Clothing,Hoodies,Hoodie Capped,Multi,Adidas,172,Rob,Purchasing Assistant,27581.4,Email,Gainesville,Georgia,USA,Americas,484,887,22,1371,11880,30646,30000-40000,375,353
717,Log Cabin Keepsakes,12/15/2019,A Datum Corporation,Minor Gathwaite,9248869848,18/6/2019,3233995,Kitchen Items,Mugs,Dev - BlueMug_L,Red,Kitchen cmpny,146,Andy,Sales Representative,21025.4,Email,Columbus,Florida,USA,Americas,694,98,12,1535,2127,19114,10000-20000,260,248
710,Surprises Inside,2/14/2020,Lucerne Publishing,Merilee Corben,8739159514,19/6/2019,3607342,Food,Butter,Vegan Butter,Blue,American Cheese & Butter,141,Brian,Buyer,18269.9,Web,Pensacola,Alabama,USA,Americas,484,204,25,645,8508,16609,10000-20000,391,366
717,Log Cabin Keepsakes,12/15/2019,Woodgrove Bank,Sinclare Dimbleby,9376544776,20/6/2019,2854475,Packaging materials,Ancillary Packaging,Adhesives,White,Packers and Movers,123,Angela,Production Technician - WC50,1938.2,Web,Columbus,South Carolina,USA,Americas,1639,484,3,41,12157,1762,0-10000,319,316
717,Log Cabin Keepsakes,12/15/2019,Trey Research,Audy Chyuerton,9154733638,20/6/2019,3559897,Pesonal Care,Shaving Needs,Trimmer,Multi,johnson & johnson,152,James,Production Technician - WC10,19581.1,Call-Center,Columbus,Florida,USA,Americas,2126,804,33,475,7676,17801,10000-20000,259,226
717,Log Cabin Keepsakes,12/15/2019,Woodgrove Bank,Chryste O'Scannill,9334270086,22/6/2019,3373480,Kitchen Items,Mugs,Dev - OrangeMug_S,Multi,Kitchen cmpny,145,Michael,Sales Representative,35775.3,Call-Center,Columbus,Florida,USA,Americas,2395,232,28,1076,5495,32523,30000-40000,219,191
721,A Bow On Top Gift Shop,12/14/2019,A Datum Corporation,Abner Quartermaine,8787109706,22/6/2019,84831,Clothing,Jeans,Roadster Jeans grey,Multi,Roadster,164,John,Production Technician - WC10,827.1,Chatbot,Gainesville,South Carolina,USA,Americas,135,722,1,784,11128,919,0-10000,259,258
718,To You From Me,12/14/2019,"Litware, Inc.",Mae Spacey,9246287538,22/6/2019,2845527,Novelty items,BunaB,Zudirk,Yellow,Novelty items&co,149,Andreas,Sales Representative,12231.9,Chatbot,Duluth,Florida,USA,Americas,2431,817,6,1860,7865,13591,10000-20000,320,314
717,Log Cabin Keepsakes,12/15/2019,Consolidated Messenger,Kevyn Couling,8986205580,22/6/2019,3632093,Footwear,Slippers,Gray Slippers XS,Multi,Adidas,170,Dragan,Purchasing Assistant,68990.9,Email,Columbus,Georgia,USA,Americas,104,593,35,1789,1654,62719,>60000,232,197
717,Log Cabin Keepsakes,12/15/2019,A Datum Corporation,Alfonso Ardling,9103772537,22/6/2019,2820025,Food,Sugar,Brown Sugar,Red,Sunwest Foods,158,Hao,Human Resources Administrative Assistant,16748.6,Web,Columbus,Florida,USA,Americas,806,406,28,515,1908,15226,10000-20000,386,358
719,The Treasure Box,12/14/2019,Graphic Design Institute,Elie Lyffe,8148231196,22/6/2019,2782670,Novelty items,Silly Putty,Putty,Black,Novelty items&co,134,Houman,Design Engineer,30169.7,Web,Augusta,Florida,USA,Americas,1267,502,30,872,13089,27427,20000-30000,321,291
720,Hopscotch Toy Shop,12/14/2019,Graphic Design Institute,Giustino Kennermann,8657012242,22/6/2019,2829128,Clothing,Hoodies,Hoodie L,Blue,Adidas,130,Sean,Production Technician - WC40,15492.4,Chatbot,Birmingham,Alabama,USA,Americas,847,254,31,427,12771,14084,10000-20000,323,292
718,To You From Me,12/14/2019,Graphic Design Institute,Geordie Huc,8346079289,22/6/2019,2714141,Novelty items,Yaoi paddle,wooden spanking paddle,Black,Novelty items&co,147,Yuhong,Sales Representative,19237.5,Email,Duluth,Florida,USA,Americas,2145,1,30,641,5190,21375,20000-30000,297,267
718,To You From Me,12/14/2019,Consolidated Messenger,Virgilio Seedman,8886628826,25/6/2019,3805226,Kitchen Items,Pepermill,Pepermill Blue,Multi,Kitchen cmpny,131,Dan,Sales Representative,14466.6,Web,Duluth,Florida,USA,Americas,1233,976,17,873,9962,16074,10000-20000,231,214
717,Log Cabin Keepsakes,12/15/2019,"Fabrikam, Inc.",Hervey Corbally,8841510555,25/6/2019,3604931,Food,Rice,Brown Rice,Yellow,Sunwest Foods,143,Laura,Janitor,41373.2,Chatbot,Columbus,Florida,USA,Americas,1835,6,19,1883,3927,37612,30000-40000,262,243
715,A Kindred Spirit Gift Shoppe,3/14/2020,A Datum Corporation,Melesa Ricardot,8469487015,25/6/2019,2396405,Novelty items,Umbrella hat,Rainbow Adult Cap,Blue,Novelty items&co,134,Houman,StoreManager,39927.6,Chatbot,Saint Petersburg,Alabama,USA,Americas,2580,664,24,1741,12128,44364,40000-50000,85,61
719,The Treasure Box,12/14/2019,Graphic Design Institute,Noni Greatrakes,8789982396,25/6/2019,2827951,Novelty items,X-Ray specs,X-ray glasses,Silver,Novelty items&co,138,Cynthia,Production Supervisor - WC60,32011.1,Call-Center,Augusta,Alabama,USA,Americas,490,638,33,867,378,29101,20000-30000,243,210
720,Hopscotch Toy Shop,12/14/2019,A Datum Corporation,Callida Mattheus,8855343546,25/6/2019,153398,Clothing,Tshirts,BlueThirt XXL,Red,U.S Polo.Assn,156,Tawana,Marketing Assistant,35917.2,Chatbot,Birmingham,South Carolina,USA,Americas,485,831,19,1693,1327,32652,30000-40000,231,212
720,Hopscotch Toy Shop,12/14/2019,Northwind Electric Cars,Annmaria Yablsley,9259792418,26/6/2019,2859212,Clothing,Tshirts,Blue TShirt S,Red,U.S Polo.Assn,152,James,North American Sales Manager,64075,Chatbot,Birmingham,Georgia,USA,Americas,2480,467,30,1859,12060,58250,50000-60000,218,188
720,Hopscotch Toy Shop,12/14/2019,Trey Research,Mandi Witul,8346600177,26/6/2019,3733032,Novelty items,Umbrella hat,Rainbow Adult Cap,Black,Novelty items&co,168,Mikael,Marketing Assistant,3316.5,Call-Center,Birmingham,Georgia,USA,Americas,595,640,2,1210,9888,3015,0-10000,265,263
721,A Bow On Top Gift Shop,12/14/2019,"Contoso, Ltd.",Brnaba Wilmore,8926715604,27/6/2019,2805030,Food,Salt,Rock Salt,Multi,Sunwest Foods,165,Karen,Production Technician - WC20,28197.9,Web,Gainesville,Alabama,USA,Americas,2459,1018,24,1203,14141,31331,30000-40000,329,305
721,A Bow On Top Gift Shop,12/14/2019,"Fabrikam, Inc.",Aundrea Shevlin,8174007892,27/6/2019,3621444,Food,Bread,Britania Bread,Black,Britania,122,Jill,Production Technician - WC19,5895,Chatbot,Gainesville,Florida,USA,Americas,204,163,19,334,12756,6550,0-10000,389,370
719,The Treasure Box,12/14/2019,Consolidated Messenger,Theo Chantree,8886070817,27/6/2019,3430461,Clothing,Tshirts,Red Tshirt XXL,Black,Roadster,142,David,Senior Tool Designer,33807.4,Call-Center,Augusta,Florida,USA,Americas,664,695,31,970,4288,30734,30000-40000,305,274
714,Sandy Hills Souvenir Shop,3/9/2020,Consolidated Messenger,Vanna Parrington,8167962564,28/6/2019,3668646,Furniture,Bench,Laptop Bench,Black,Furnitures.Co,121,Diane,Sales Representative,9681.1,Email,Tampa,Florida,USA,Americas,317,486,14,606,7534,8801,0-10000,224,210
721,A Bow On Top Gift Shop,12/14/2019,Lucerne Publishing,Errol Follos,9374630879,30/6/2019,2828272,Novelty items,BunaB,Zudirk,Silver,Novelty items&co,141,Brian,Production Technician - WC10,2097.9,Chatbot,Gainesville,Florida,USA,Americas,1536,450,5,159,4375,2331,0-10000,311,306
717,Log Cabin Keepsakes,12/15/2019,Graphic Design Institute,Berny Perell,8107125916,30/6/2019,3239189,Clothing,Jackets,Red Jacket XS,Black,Denim,129,Chris,Buyer,19153.2,Email,Columbus,South Carolina,USA,Americas,157,972,29,595,2505,17412,10000-20000,230,201
719,The Treasure Box,12/14/2019,Northwind Electric Cars,Stanislaus Fleet,8563872761,30/6/2019,3391589,Novelty items,Slime,Blimey Slimes,Blue,Novelty items&co,148,Robert,Production Technician - WC40,8938.6,Email,Augusta,Georgia,USA,Americas,276,756,25,314,13338,8126,0-10000,294,269
721,A Bow On Top Gift Shop,12/14/2019,Humongous Insurance,Saundra Greenshields,9046744237,30/6/2019,2836637,Clothing,Tshirts,Red Tshirt L,Silver,Roadster,152,James,Human Resources Manager,21743.1,Chatbot,Gainesville,South Carolina,USA,Americas,345,466,21,1134,2553,24159,20000-30000,246,225
718,To You From Me,12/14/2019,A Datum Corporation,Maible Baudrey,8722578755,1/7/2019,3712371,Clothing,Hoodies,Hoodie M,Multi,Adidas,163,Shane,Senior Tool Designer,5219.1,Email,Duluth,Florida,USA,Americas,2103,756,28,132,10780,5799,0-10000,269,241
717,Log Cabin Keepsakes,12/15/2019,Nod Publishers,Emeline Schubuser,9301536351,1/7/2019,3587240,Footwear,Slippers,Black Slippers S,Multi,Adidas,176,Baris,Marketing Assistant,19523.9,Call-Center,Columbus,Florida,USA,Americas,2643,216,13,1162,1818,17749,10000-20000,302,289
720,Hopscotch Toy Shop,12/14/2019,Nod Publishers,Rickert Thaw,8688744735,3/7/2019,3793835,Clothing,Hoodies,Hoodie sleeveless,Black,Adidas,127,Eugene,Buyer,35052.6,Email,Birmingham,Florida,USA,Americas,2150,702,17,1748,12067,31866,30000-40000,321,304
717,Log Cabin Keepsakes,12/15/2019,The Phone Company,Hobie Unstead,8780899254,3/7/2019,3637243,Pesonal Care,Skin Care,Moisturizer,Silver,johnson & johnson,135,Sairaj,Sales Representative,9022.2,Call-Center,Columbus,Mississippi,USA,Americas,1338,1,12,572,4430,8202,0-10000,210,198
719,The Treasure Box,12/14/2019,Trey Research,Hayley Asty,8348960740,3/7/2019,100670,Kitchen Items,Mugs,Dev - RedMug_S,Multi,Kitchen cmpny,136,Michiko,Production Supervisor - WC50,44468.6,Email,Augusta,Florida,USA,Americas,2494,669,29,1308,8442,40426,40000-50000,348,319
716,The Warm House,12/15/2019,Humongous Insurance,Laughton Cardello,9003691893,4/7/2019,3554856,Footwear,Slippers,Brown Slippers XL,Red,Adidas,171,Carol,Janitor,8790.1,Web,Clearwater,Florida,USA,Americas,931,7,5,1412,13659,7991,0-10000,271,266
720,Hopscotch Toy Shop,12/14/2019,"Contoso, Ltd.",Michel Cordrey,8911133910,4/7/2019,3335013,Pesonal Care,Hair Care,Hair colour,White,johnson & johnson,127,Eugene,Sales Representative,5517.6,Chatbot,Birmingham,Mississippi,USA,Americas,849,896,3,1389,13998,5016,0-10000,304,301
721,A Bow On Top Gift Shop,12/14/2019,A Datum Corporation,Inessa Trippitt,8659239812,6/7/2019,2827693,Clothing,Tshirts,Orange Tshirt S,Multi,Lewis,127,Eugene,Production Supervisor - WC50,9365.4,Email,Gainesville,South Carolina,USA,Americas,410,293,14,714,6882,10406,10000-20000,352,338
721,A Bow On Top Gift Shop,12/14/2019,Northwind Electric Cars,Ulric McCrann,8789531090,7/7/2019,1160396,Packaging materials,Ancillary Packaging,Plastic Pallet,Multi,Packers and Movers,156,Tawana,Production Technician - WC10,34328.7,Email,Gainesville,Georgia,USA,Americas,1453,66,30,1223,371,38143,30000-40000,221,191
719,The Treasure Box,12/14/2019,Consolidated Messenger,Dolorita Cape,9314363161,7/7/2019,2837503,Kitchen Items,Mugs,Dev - OrangeMug_S,Black,Kitchen cmpny,124,Matthias,Production Technician - WC40,20493,Web,Augusta,Florida,USA,Americas,2376,656,27,602,2683,18630,10000-20000,361,334
717,Log Cabin Keepsakes,12/15/2019,A Datum Corporation,Morgan Ribbens,8472788404,7/7/2019,3585374,Kitchen Items,Plates,Paper Plate,Black,Kitchen cmpny,124,Matthias,North American Sales Manager,4863.1,Call-Center,Columbus,Florida,USA,Americas,2091,473,2,1165,3266,4421,0-10000,321,319
721,A Bow On Top Gift Shop,12/14/2019,Woodgrove Bank,Clint Hoffmann,8285865654,8/7/2019,3710570,Pesonal Care,Baby Care,Wet wipes,Yellow,johnson & johnson,131,Dan,Production Technician - WC60,30661.2,Email,Gainesville,Georgia,USA,Americas,1506,104,27,1206,10901,34068,30000-40000,223,196
717,Log Cabin Keepsakes,12/15/2019,A Datum Corporation,Cheston Benedit,8308995578,8/7/2019,2574664,Packaging materials,Ancillary Packaging,Printing Inks,Multi,Packers and Movers,124,Matthias,Production Technician - WC30,8515.1,Chatbot,Columbus,Florida,USA,Americas,2539,776,17,306,814,7741,0-10000,362,345
717,Log Cabin Keepsakes,12/15/2019,Graphic Design Institute,Edi Renon,9346127584,8/7/2019,3691849,Furniture,Bench,Student Bench,Multi,Furnitures.Co,146,Andy,Janitor,7331.5,Email,Columbus,Florida,USA,Americas,2575,246,10,409,3455,6665,0-10000,313,303
717,Log Cabin Keepsakes,12/15/2019,Graphic Design Institute,Payton Vakhonin,8651682300,9/7/2019,3244820,Kitchen Items,Mugs,IT - BlueMug,Yellow,Kitchen cmpny,150,Reed,Sales Representative,45461.9,Call-Center,Columbus,Florida,USA,Americas,205,361,23,1788,11618,41329,40000-50000,239,216
709,Made With Love Gift Shop,2/2/2020,"Litware, Inc.",Josh Passfield,8463388450,11/7/2019,3718275,Food,Cheese,Low Fat Cheese,Multi,American Cheese & Butter,140,Britta,Production Technician - WC26,25821,Web,Marietta,Georgia,USA,Americas,1740,654,15,1696,3868,27180,20000-30000,283,268
717,Log Cabin Keepsakes,12/15/2019,Woodgrove Bank,Blake Skitch,8103716882,13/7/2019,3606697,Pesonal Care,Personal Hygiene,Sanatizer',Multi,johnson & johnson,154,Stephanie,Production Technician - WC20,22894.3,Email,Columbus,Florida,USA,Americas,1165,791,16,1228,2066,20813,20000-30000,336,320
717,Log Cabin Keepsakes,12/15/2019,Northwind Electric Cars,Hildy Drohun,8582988106,13/7/2019,3250966,Kitchen Items,Mugs,Dev - BlueMug_S,White,Kitchen cmpny,142,David,Purchasing Manager,7211.6,Web,Columbus,Mississippi,USA,Americas,267,91,19,331,6176,6556,0-10000,286,267
720,Hopscotch Toy Shop,12/14/2019,The Phone Company,Arabele Tressler,8500516954,13/7/2019,3472267,Clothing,Hoodies,Hoodie Capped,Black,Adidas,159,Alex,Production Technician - WC60,3001.9,Web,Birmingham,Florida,USA,Americas,461,735,7,324,7366,2729,0-10000,281,274
707,Gifts Galore,1/17/2020,Woodgrove Bank,Ethe Hammerstone,9304285589,14/7/2019,778906,Food,Chips,Lays Dark Green,Black,Pepsico,150,Reed,Scheduling Assistant,2694.6,Web,Miami,Florida,USA,Americas,1188,881,6,301,11569,2994,0-10000,352,346
719,The Treasure Box,12/14/2019,Woodgrove Bank,Dieter Gleeson,8997122106,14/7/2019,3858792,Clothing,Shirts,Radster Shirt,Multi,Roadster,123,Angela,Sales Representative,5798.1,Call-Center,Augusta,Alabama,USA,Americas,2163,1006,21,148,5906,5271,0-10000,344,323
719,The Treasure Box,12/14/2019,The Phone Company,Klemens Chittock,8158665929,15/7/2019,1267116,Novelty items,Trammel of Archimedes,Ellipsograph,Black,Novelty items&co,141,Brian,Sales Representative,16166.7,Email,Augusta,Alabama,USA,Americas,1431,476,18,737,10505,14697,10000-20000,234,216
720,Hopscotch Toy Shop,12/14/2019,Graphic Design Institute,Ki Salatino,8010218512,16/7/2019,3737742,Packaging materials,Secondary Packaging,EPS Trays,Red,Packers and Movers,151,Linda,Production Technician - WC66,4368.1,Email,Birmingham,South Carolina,USA,Americas,1925,186,31,66,9654,3971,0-10000,315,284
719,The Treasure Box,12/14/2019,A Datum Corporation,Adelind Pieper,8135838198,16/7/2019,3671272,Clothing,Tshirts,Orange Tshirt XL,Blue,Lewis,137,Benjamin,Production Technician - WC20,47683.9,Email,Augusta,South Carolina,USA,Americas,2413,8,28,1462,5006,43349,40000-50000,246,218
720,Hopscotch Toy Shop,12/14/2019,Northwind Electric Cars,Vaughn Caig,8587101486,17/7/2019,3548241,Food,Biscuit,Good Day,Black,Britania,142,David,Production Technician - WC60,4896.1,Call-Center,Birmingham,Georgia,USA,Americas,2387,422,16,129,3844,4451,0-10000,392,376
